input,labels
"I like to know others ' ideas and feelings by reading and talking , and I want to read more books and to talk with more people .",0
I cooked some Japanese food for my host mother because she cooks for me everyday .,0
so it is good for diet ,0
for replacing the plastic .,0
"Hi , everyone !",1
language school that i will stay for picking me up .,0
Favourite Athlete,1
I had always dreamed about travelling to South America to see amazing nature and had been planning the itinerary really carefully year ago .,1
Adding steps can be reached that goal .,0
making sentences,0
Are there Aussies here ?,1
"Of course , one of the its reason includes my work .",0
I always listened to it while I commute to school .,0
You should try to catch the hidden meanings of his works when you read them because there are many helpful clues to understand the characters ' personalities .,1
The opinion was divided at first .,1
People can get what you are trying to say .,1
memorizing songs .,1
"There was my home town in the opposite shore , I was very familier with the town .",0
It is unfair .,0
It must use to be do not ?,1
"But i told to myself , i need a rest .",0
Can I speak English well ? ?,0
So I got out of bed and then I read the book and looked over the documents of the medical insurance .,0
"OH , I HATE THIS !",0
"hey , this is a moutain I had climbed , I will show you some pictures , I hope you will like it .",0
I hope one day I will be a good speaker ,1
Because this problem is concerned in life .,1
"It was at a winter night , cold and quite .",0
It is been a while since I went there last time .,0
The English results in my school are very bad !,0
The movements of this dance mimic those of a samurai riding a spirited and energetic young horse .,0
Please give me some advice .,1
So we asked front desk clerk whether we could change into another class .,0
"And after this huge huge decision , I went see my tutor in school .",0
"Another example of vague communication is that Japanese people state their opinions softly and indirectly , which also leads to confusing Americans .",0
It is up to me to talk with Australians when I travel .,0
She also lies today .,0
I counted from to to achieve my m .,0
This job is to work in kindergartens .,1
Here I have to rewrite this sentence using the word Of .,1
This morning,0
"Composition , please help me correct it or provide some ideas , thanks !",0
"When I studied English in high school , the teacher told me to use the sentence long time no see after coming back from a long break .",1
" Dad , I just told you , it is a bird ! the son replied impatiently .",0
"No matter how much we know , ",0
Is this grammatically correct ?,0
There was no opportunity to do volunteer work .,1
I hope I can get a good boyfriend somewhere !,1
Can you go shopping with me ?,1
It changed after being married .,0
"Today , I would like to write about the way of thinking .",1
"So , which of these two ways should we learn as we are studying a foreign language ?",1
"Thank you , ",1
These days I wear boots every day .,0
I learned How do i take care of costomer .,0
I am glad to see their growth .,1
"It was Wii , a popular game consol .",0
"I wonder which is better , to talk to a lot of customers or to know the customer is data if we spend a lot of time .",1
Vain for my mind,0
its so cute and I love it ,0
"When I joined , there were only people , but now we have more than individuals .",0
All of them was beautiful .,0
I often heard something like that and I felt that it kind of etc . .,1
Students can read biographies or look up some data in library .,0
"countries , but also myself .",1
I just came home now .,0
Bath in England,0
A recession continues in Japan .,0
"The difference is that most of us have some self - control , but in time of need human beings can change drastically their personality .",0
"There are a few Western style cards , but there must not be religious colors in them .",1
